Table 1
die_size,sheet_size,number_out,die_number,flat_size,seal_flap_size
5 3/8 X 9 1/2 SQ,11 3/4 X 12 1/4,1,# 63, 11 1/4 X 11 3/4,1 1/2
5 3/8 X 9 1/2 SQ,11 X 17 ,0,# 63, 11 1/4 X 11 3/4,1 1/2
5 3/8 X 9 1/2 SQ,17 1/2 X 22 1/2,1,# 63, 11 1/4 X 11 3/4,1 1/2
5 3/8 X 9 1/2 SQ,19 X 25,2,# 63, 11 1/4 X 11 3/4,1 1/2
5 3/8 X 9 1/2 SQ,23 X 29,4,# 63, 11 1/4 X 11 3/4,1 1/2
5 3/8 X 9 1/2 SQ,23 X 35,4,# 63, 11 1/4 X 11 3/4,1 1/2
5 3/8 X 9 1/2 SQ,25 X 38,6,# 63, 11 1/4 X 11 3/4,1 1/2
5 3/8 X 9 1/2 SQ,28 X 40,6,# 63, 11 1/4 X 11 3/4,1 1/2
,,,,,
,,,,,
5 1/2 X 7 1/4 SQ,9 X 12 9/16,1,# 219 - BMA, 8 1/2 X 12 1/16,2 1/2
5 1/2 X 7 1/4 SQ,11 X 17 ,1,# 219 - BMA, 8 1/2 X 12 1/16,2 1/2
5 1/2 X 7 1/4 SQ,17 1/2 X 22 1/2,2,# 219 - BMA, 8 1/2 X 12 1/16,2 1/2
5 1/2 X 7 1/4 SQ,19 X 25,4,# 219 - BMA, 8 1/2 X 12 1/16,2 1/2
5 1/2 X 7 1/4 SQ,23 X 29,4,# 219 - BMA, 8 1/2 X 12 1/16,2 1/2
5 1/2 X 7 1/4 SQ,23 X 35,4,# 219 - BMA, 8 1/2 X 12 1/16,2 1/2
5 1/2 X 7 1/4 SQ,25 X 38,6,# 219 - BMA, 8 1/2 X 12 1/16,2 1/2
5 1/2 X 7 1/4 SQ,28 X 40,9,# 219 - BMA, 8 1/2 X 12 1/16,2 1/2
,,,,,
,,,,,
5 1/2 X 7 1/4 SQ,9 3/4 X 12 11/16,1,# 215 - BMA,9 1/4 X 12 3/16,2 9/16
5 1/2 X 7 1/4 SQ,11 X 17 ,1,# 215 - BMA,9 1/4 X 12 3/16,2 9/16
5 1/2 X 7 1/4 SQ,17 1/2 X 22 1/2,1,# 215 - BMA,9 1/4 X 12 3/16,2 9/16
5 1/2 X 7 1/4 SQ,19 X 25,4,# 215 - BMA,9 1/4 X 12 3/16,2 9/16
5 1/2 X 7 1/4 SQ,23 X 29,4,# 215 - BMA,9 1/4 X 12 3/16,2 9/16
5 1/2 X 7 1/4 SQ,23 X 35,4,# 215 - BMA,9 1/4 X 12 3/16,2 9/16
5 1/2 X 7 1/4 SQ,25 X 38,6,# 215 - BMA,9 1/4 X 12 3/16,2 9/16
5 1/2 X 7 1/4 SQ,28 X 40,6,# 215 - BMA,9 1/4 X 12 3/16,2 9/16
,,,,,
,,,,,
5 1/2 X 7 1/2 SQ,11 X 12 3/4,1,# 227 - BMA,10 1/2 X 12 1/4,2 1/2
5 1/2 X 7 1/2 SQ,11 X 17 ,1,# 227 - BMA,10 1/2 X 12 1/4,2 1/2
5 1/2 X 7 1/2 SQ,17 1/2 X 22 1/2,1,# 227 - BMA,10 1/2 X 12 1/4,2 1/2
5 1/2 X 7 1/2 SQ,19 X 25,1,# 227 - BMA,10 1/2 X 12 1/4,2 1/2
5 1/2 X 7 1/2 SQ,23 X 29,4,# 227 - BMA,10 1/2 X 12 1/4,2 1/2
5 1/2 X 7 1/2 SQ,23 X 35,4,# 227 - BMA,10 1/2 X 12 1/4,2 1/2
5 1/2 X 7 1/2 SQ,25 X 38,6,# 227 - BMA,10 1/2 X 12 1/4,2 1/2
5 1/2 X 7 1/2 SQ,28 X 40,6,# 227 - BMA,10 1/2 X 12 1/4,2 1/2
,,,,,
,,,,,
5 1/2 X 7 1/2 SQ,10 X 12 1/8,1,# 62,9 1/2 X 11 5/8,1 1/4
5 1/2 X 7 1/2 SQ,11 X 17 ,1,# 62,9 1/2 X 11 5/8,1 1/4
5 1/2 X 7 1/2 SQ,17 1/2 X 22 1/2,1,# 62,9 1/2 X 11 5/8,1 1/4
5 1/2 X 7 1/2 SQ,19 X 25,2,# 62,9 1/2 X 11 5/8,1 1/4
5 1/2 X 7 1/2 SQ,23 X 29,4,# 62,9 1/2 X 11 5/8,1 1/4
5 1/2 X 7 1/2 SQ,23 X 35,4,# 62,9 1/2 X 11 5/8,1 1/4
5 1/2 X 7 1/2 SQ,25 X 38,6,# 62,9 1/2 X 11 5/8,1 1/4
5 1/2 X 7 1/2 SQ,28 X 40,6,# 62,9 1/2 X 11 5/8,1 1/4
,,,,,
,,,,,
5 1/2 X 7 3/4 SQ,10 1/4 X 12 1/2,1,# 91,9 3/4 X 12,1 1/4
5 1/2 X 7 3/4 SQ,11 X 17 ,1,# 91,9 3/4 X 12,1 1/4
5 1/2 X 7 3/4 SQ,17 1/2 X 22 1/2,1,# 91,9 3/4 X 12,1 1/4
5 1/2 X 7 3/4 SQ,19 X 25,2,# 91,9 3/4 X 12,1 1/4
5 1/2 X 7 3/4 SQ,23 X 29,4,# 91,9 3/4 X 12,1 1/4
5 1/2 X 7 3/4 SQ,23 X 35,4,# 91,9 3/4 X 12,1 1/4
5 1/2 X 7 3/4 SQ,25 X 38,6,# 91,9 3/4 X 12,1 1/4
5 1/2 X 7 3/4 SQ,28 X 40,6,# 91,9 3/4 X 12,1 1/4
,,,,,
,,,,,
A-8 - 5 1/2 X 8 1/8 SQ,10 3/8 X 12 1/2,1,# 137,9 7/8 X 12,1 1/2
A-8 - 5 1/2 X 8 1/8 SQ,11 X 17 ,1,# 137,9 7/8 X 12,1 1/2
A-8 - 5 1/2 X 8 1/8 SQ,17 1/2 X 22 1/2,1,# 137,9 7/8 X 12,1 1/2
A-8 - 5 1/2 X 8 1/8 SQ,19 X 25,2,# 137,9 7/8 X 12,1 1/2
A-8 - 5 1/2 X 8 1/8 SQ,23 X 29,4,# 137,9 7/8 X 12,1 1/2
A-8 - 5 1/2 X 8 1/8 SQ,23 X 35,4,# 137,9 7/8 X 12,1 1/2
A-8 - 5 1/2 X 8 1/8 SQ,25 X 38,6,# 137,9 7/8 X 12,1 1/2
A-8 - 5 1/2 X 8 1/8 SQ,28 X 40,6,# 137,9 7/8 X 12,1 1/2
,,,,,
,,,,,
A-8 - 5 1/2 X 8 1/8 SQ,10 3/8 X 12 9/16,1,# 229 - BMA,9 7/8 X 12 1/16,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,11 X 17 ,0,# 229 - BMA,9 7/8 X 12 1/16,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,17 1/2 X 22 1/2,1,# 229 - BMA,9 7/8 X 12 1/16,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,19 X 25,2,# 229 - BMA,9 7/8 X 12 1/16,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,23 X 29,4,# 229 - BMA,9 7/8 X 12 1/16,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,23 X 35,4,# 229 - BMA,9 7/8 X 12 1/16,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,25 X 38,6,# 229 - BMA,9 7/8 X 12 1/16,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,28 X 40,6,# 229 - BMA,9 7/8 X 12 1/16,2 1/2
,,,,,
,,,,,
A-8 - 5 1/2 X 8 1/8 SQ,10 3/4 X 13 1/8,1,# 217,10 1/4 X 12 5/8,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,11 X 17 ,1,# 217,10 1/4 X 12 5/8,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,17 1/2 X 22 1/2,1,# 217,10 1/4 X 12 5/8,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,19 X 25,1,# 217,10 1/4 X 12 5/8,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,23 X 29,4,# 217,10 1/4 X 12 5/8,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,23 X 35,4,# 217,10 1/4 X 12 5/8,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,25 X 38,4,# 217,10 1/4 X 12 5/8,2 1/2
A-8 - 5 1/2 X 8 1/8 SQ,28 X 40,6,# 217,10 1/4 X 12 5/8,2 1/2
,,,,,
,,,,,
5 1/2 X 8 1/8 SQ - Ballot,9 3/8 X 11 1/2,1,# 127 - N,8 7/8 X 11,1/2
5 1/2 X 8 1/8 SQ - Ballot,11 X 17 ,1,# 127 - N,8 7/8 X 11,1/2
5 1/2 X 8 1/8 SQ - Ballot,17 1/2 X 22 1/2,2,# 127 - N,8 7/8 X 11,1/2
5 1/2 X 8 1/8 SQ - Ballot,19 X 25,4,# 127 - N,8 7/8 X 11,1/2
5 1/2 X 8 1/8 SQ - Ballot,23 X 29,4,# 127 - N,8 7/8 X 11,1/2
5 1/2 X 8 1/8 SQ - Ballot,23 X 35,6,# 127 - N,8 7/8 X 11,1/2
5 1/2 X 8 1/8 SQ - Ballot,25 X 38,6,# 127 - N,8 7/8 X 11,1/2
5 1/2 X 8 1/8 SQ - Ballot,28 X 40,9,# 127 - N,8 7/8 X 11,1/2
,,,,,
,,,,,
5 1/2 X 8 1/2 SQ ,10 3/4 X 12 1/2,1,# 85,10 1/4 X 12,1 1/2
5 1/2 X 8 1/2 SQ ,11 X 17 ,1,# 85,10 1/4 X 12,1 1/2
5 1/2 X 8 1/2 SQ ,17 1/2 X 22 1/2,1,# 85,10 1/4 X 12,1 1/2
5 1/2 X 8 1/2 SQ ,19 X 25,2,# 85,10 1/4 X 12,1 1/2
5 1/2 X 8 1/2 SQ ,23 X 29,4,# 85,10 1/4 X 12,1 1/2
5 1/2 X 8 1/2 SQ ,23 X 35,4,# 85,10 1/4 X 12,1 1/2
5 1/2 X 8 1/2 SQ ,25 X 38,6,# 85,10 1/4 X 12,1 1/2
5 1/2 X 8 1/2 SQ ,28 X 40,6,# 85,10 1/4 X 12,1 1/2
,,,,,
,,,,,
5 1/2 X 8 1/2 SQ ,11 1/8 X 12 3/8,1,# 139,10 5/8 X 11 7/8,1 1/4
5 1/2 X 8 1/2 SQ ,11 X 17 ,1,# 139,10 5/8 X 11 7/8,1 1/4
5 1/2 X 8 1/2 SQ ,17 1/2 X 22 1/2,1,# 139,10 5/8 X 11 7/8,1 1/4
5 1/2 X 8 1/2 SQ ,19 X 25,2,# 139,10 5/8 X 11 7/8,1 1/4
5 1/2 X 8 1/2 SQ ,23 X 29,4,# 139,10 5/8 X 11 7/8,1 1/4
5 1/2 X 8 1/2 SQ ,23 X 35,4,# 139,10 5/8 X 11 7/8,1 1/4
5 1/2 X 8 1/2 SQ ,25 X 38,6,# 139,10 5/8 X 11 7/8,1 1/4
5 1/2 X 8 1/2 SQ ,28 X 40,6,# 139,10 5/8 X 11 7/8,1 1/4
,,,,,
,,,,,
5 1/2 X 9 SQ ,11 1/4 X 12 1/2,1,# 232,10 3/4 X 12,2 1/2
5 1/2 X 9 SQ ,11 X 17 ,0,# 232,10 3/4 X 12,2 1/2
5 1/2 X 9 SQ ,17 1/2 X 22 1/2,1,# 232,10 3/4 X 12,2 1/2
5 1/2 X 9 SQ ,19 X 25,2,# 232,10 3/4 X 12,2 1/2
5 1/2 X 9 SQ ,23 X 29,4,# 232,10 3/4 X 12,2 1/2
5 1/2 X 9 SQ ,23 X 35,4,# 232,10 3/4 X 12,2 1/2
5 1/2 X 9 SQ ,25 X 38,6,# 232,10 3/4 X 12,2 1/2
5 1/2 X 9 SQ ,28 X 40,6,# 232,10 3/4 X 12,2 1/2
,,,,,
,,,,,
5 1/2 X 9 1/2 SQ ,11 3/4 X 12 1/2,1,# 127,11 1/4 X 12,1 1/2
5 1/2 X 9 1/2 SQ ,11 X 17 ,0,# 127,11 1/4 X 12,1 1/2
5 1/2 X 9 1/2 SQ ,17 1/2 X 22 1/2,1,# 127,11 1/4 X 12,1 1/2
5 1/2 X 9 1/2 SQ ,19 X 25,2,# 127,11 1/4 X 12,1 1/2
5 1/2 X 9 1/2 SQ ,23 X 29,4,# 127,11 1/4 X 12,1 1/2
5 1/2 X 9 1/2 SQ ,23 X 35,4,# 127,11 1/4 X 12,1 1/2
5 1/2 X 9 1/2 SQ ,25 X 38,6,# 127,11 1/4 X 12,1 1/2
5 1/2 X 9 1/2 SQ ,28 X 40,6,# 127,11 1/4 X 12,1 1/2
,,,,,
,,,,,
5 1/2 X 10 SQ ,12 1/4 X 12 1/4,1,# 116,11 3/4 X 11 3/4,1 1/4
5 1/2 X 10 SQ ,11 X 17 ,0,# 116,11 3/4 X 11 3/4,1 1/4
5 1/2 X 10 SQ ,17 1/2 X 22 1/2,1,# 116,11 3/4 X 11 3/4,1 1/4
5 1/2 X 10 SQ ,19 X 25,2,# 116,11 3/4 X 11 3/4,1 1/4
5 1/2 X 10 SQ ,23 X 29,2,# 116,11 3/4 X 11 3/4,1 1/4
5 1/2 X 10 SQ ,23 X 35,2,# 116,11 3/4 X 11 3/4,1 1/4
5 1/2 X 10 SQ ,25 X 38,6,# 116,11 3/4 X 11 3/4,1 1/4
5 1/2 X 10 SQ ,28 X 40,6,# 116,11 3/4 X 11 3/4,1 1/4
,,,,,
,,,,,
5 1/2 X 10 7/8 SQ ,13 3/8 X 12 7/16,1,# 207,12 7/8 X 11 15/16,1 1/2
5 1/2 X 10 7/8 SQ ,11 X 17 ,0,# 207,12 7/8 X 11 15/16,1 1/2
5 1/2 X 10 7/8 SQ ,17 1/2 X 22 1/2,1,# 207,12 7/8 X 11 15/16,1 1/2
5 1/2 X 10 7/8 SQ ,19 X 25,1,# 207,12 7/8 X 11 15/16,1 1/2
5 1/2 X 10 7/8 SQ ,23 X 29,2,# 207,12 7/8 X 11 15/16,1 1/2
5 1/2 X 10 7/8 SQ ,23 X 35,2,# 207,12 7/8 X 11 15/16,1 1/2
5 1/2 X 10 7/8 SQ ,25 X 38,3,# 207,12 7/8 X 11 15/16,1 1/2
5 1/2 X 10 7/8 SQ ,28 X 40,6,# 207,12 7/8 X 11 15/16,1 1/2
,,,,,
,,,,,
5 5/8 X 7 1/2  BK,10 X 12 7/8,1,# 201, 9 1/2 X 12 3/8,1 1/2
5 5/8 X 7 1/2  BK,11 X 17 ,1,# 201, 9 1/2 X 12 3/8,1 1/2
5 5/8 X 7 1/2  BK,17 1/2 X 22 1/2,1,# 201, 9 1/2 X 12 3/8,1 1/2
5 5/8 X 7 1/2  BK,19 X 25,2,# 201, 9 1/2 X 12 3/8,1 1/2
5 5/8 X 7 1/2  BK,23 X 29,4,# 201, 9 1/2 X 12 3/8,1 1/2
5 5/8 X 7 1/2  BK,23 X 35,4,# 201, 9 1/2 X 12 3/8,1 1/2
5 5/8 X 7 1/2  BK,25 X 38,4,# 201, 9 1/2 X 12 3/8,1 1/2
5 5/8 X 7 1/2  BK,28 X 40,6,# 201, 9 1/2 X 12 3/8,1 1/2
,,,,,
,,,,,
5 5/8 X 7 1/2  BK,10 X 12 1/2,1,# 202, 9 1/2 X 12 ,2 1/2
5 5/8 X 7 1/2  BK,11 X 17 ,1,# 202, 9 1/2 X 12 ,2 1/2
5 5/8 X 7 1/2  BK,17 1/2 X 22 1/2,1,# 202, 9 1/2 X 12 ,2 1/2
5 5/8 X 7 1/2  BK,19 X 25,2,# 202, 9 1/2 X 12 ,2 1/2
5 5/8 X 7 1/2  BK,23 X 29,4,# 202, 9 1/2 X 12 ,2 1/2
5 5/8 X 7 1/2  BK,23 X 35,4,# 202, 9 1/2 X 12 ,2 1/2
5 5/8 X 7 1/2  BK,25 X 38,6,# 202, 9 1/2 X 12 ,2 1/2
5 5/8 X 7 1/2  BK,28 X 40,6,# 202, 9 1/2 X 12 ,2 1/2
,,,,,
,,,,,
5 5/8 X 8 5/8  BK,11 1/8 X 12 5/8,1,# 102 - N, 10 5/8 X 12 1/8,1 3/8
5 5/8 X 8 5/8  BK,11 X 17 ,1,# 102 - N, 10 5/8 X 12 1/8,1 3/8
5 5/8 X 8 5/8  BK,17 1/2 X 22 1/2,1,# 102 - N, 10 5/8 X 12 1/8,1 3/8
5 5/8 X 8 5/8  BK,19 X 25,2,# 102 - N, 10 5/8 X 12 1/8,1 3/8
5 5/8 X 8 5/8  BK,23 X 29,4,# 102 - N, 10 5/8 X 12 1/8,1 3/8
5 5/8 X 8 5/8  BK,23 X 35,4,# 102 - N, 10 5/8 X 12 1/8,1 3/8
5 5/8 X 8 5/8  BK,25 X 38,6,# 102 - N, 10 5/8 X 12 1/8,1 3/8
5 5/8 X 8 5/8  BK,28 X 40,6,# 102 - N, 10 5/8 X 12 1/8,1 3/8
,,,,,
,,,,,
5 3/4 X 5 3/4  BK,8 X 13,1,# 136, 7 1/2 X 12 1/2,1 1/2
5 3/4 X 5 3/4  BK,11 X 17 ,1,# 136, 7 1/2 X 12 1/2,1 1/2
5 3/4 X 5 3/4  BK,17 1/2 X 22 1/2,2,# 136, 7 1/2 X 12 1/2,1 1/2
5 3/4 X 5 3/4  BK,19 X 25,2,# 136, 7 1/2 X 12 1/2,1 1/2
5 3/4 X 5 3/4  BK,23 X 29,4,# 136, 7 1/2 X 12 1/2,1 1/2
5 3/4 X 5 3/4  BK,23 X 35,4,# 136, 7 1/2 X 12 1/2,1 1/2
5 3/4 X 5 3/4  BK,25 X 38,6,# 136, 7 1/2 X 12 1/2,1 1/2
5 3/4 X 5 3/4  BK,28 X 40,6,# 136, 7 1/2 X 12 1/2,1 1/2
,,,,,
,,,,,
5 3/4 X 8  BK,10 1/4 X 12 7/8,1,# 124, 9 3/4 X 12 3/8,1 1/2
5 3/4 X 8  BK,11 X 17 ,1,# 124, 9 3/4 X 12 3/8,1 1/2
5 3/4 X 8  BK,17 1/2 X 22 1/2,1,# 124, 9 3/4 X 12 3/8,1 1/2
5 3/4 X 8  BK,19 X 25,1,# 124, 9 3/4 X 12 3/8,1 1/2
5 3/4 X 8  BK,23 X 29,4,# 124, 9 3/4 X 12 3/8,1 1/2
5 3/4 X 8  BK,23 X 35,4,# 124, 9 3/4 X 12 3/8,1 1/2
5 3/4 X 8  BK,25 X 38,6,# 124, 9 3/4 X 12 3/8,1 1/2
5 3/4 X 8  BK,28 X 40,6,# 124, 9 3/4 X 12 3/8,1 1/2
,,,,,
,,,,,
5 3/4 X 8 5/8  BK,11 3/8 X 12 3/4,1,# 127, 10 7/8 X 12 1/4,1 1/2
5 3/4 X 8 5/8  BK,11 X 17 ,0,# 127, 10 7/8 X 12 1/4,1 1/2
5 3/4 X 8 5/8  BK,17 1/2 X 22 1/2,1,# 127, 10 7/8 X 12 1/4,1 1/2
5 3/4 X 8 5/8  BK,19 X 25,2,# 127, 10 7/8 X 12 1/4,1 1/2
5 3/4 X 8 5/8  BK,23 X 29,4,# 127, 10 7/8 X 12 1/4,1 1/2
5 3/4 X 8 5/8  BK,23 X 35,4,# 127, 10 7/8 X 12 1/4,1 1/2
5 3/4 X 8 5/8  BK,25 X 38,6,# 127, 10 7/8 X 12 1/4,1 1/2
5 3/4 X 8 5/8  BK,28 X 40,6,# 127, 10 7/8 X 12 1/4,1 1/2
,,,,,
,,,,,
5 3/4 X 8 3/4  BK,11 1/4 X 12 7/8,1,# 103 - N, 10 3/4 X 12 3/8,1 3/8
5 3/4 X 8 3/4  BK,11 X 17 ,0,# 103 - N, 10 3/4 X 12 3/8,1 3/8
5 3/4 X 8 3/4  BK,17 1/2 X 22 1/2,1,# 103 - N, 10 3/4 X 12 3/8,1 3/8
5 3/4 X 8 3/4  BK,19 X 25,1,# 103 - N, 10 3/4 X 12 3/8,1 3/8
5 3/4 X 8 3/4  BK,23 X 29,4,# 103 - N, 10 3/4 X 12 3/8,1 3/8
5 3/4 X 8 3/4  BK,23 X 35,4,# 103 - N, 10 3/4 X 12 3/8,1 3/8
5 3/4 X 8 3/4  BK,25 X 38,6,# 103 - N, 10 3/4 X 12 3/8,1 3/8
5 3/4 X 8 3/4  BK,28 X 40,6,# 103 - N, 10 3/4 X 12 3/8,1 3/8
,,,,,
,,,,,
5 3/4 X 9  BK,11 1/4 X 13,1,# 61, 10 3/4 X 12 1/2,1 1/4
5 3/4 X 9  BK,11 X 17 ,0,# 61, 10 3/4 X 12 1/2,1 1/4
5 3/4 X 9  BK,17 1/2 X 22 1/2,1,# 61, 10 3/4 X 12 1/2,1 1/4
5 3/4 X 9  BK,19 X 25,1,# 61, 10 3/4 X 12 1/2,1 1/4
5 3/4 X 9  BK,23 X 29,4,# 61, 10 3/4 X 12 1/2,1 1/4
5 3/4 X 9  BK,23 X 35,4,# 61, 10 3/4 X 12 1/2,1 1/4
5 3/4 X 9  BK,25 X 38,4,# 61, 10 3/4 X 12 1/2,1 1/4
5 3/4 X 9  BK,28 X 40,6,# 61, 10 3/4 X 12 1/2,1 1/4
,,,,,
,,,,,
5 3/4 X 9 1/2  BK,11 3/4 X 13 1/8,1,# 120, 11 1/4 X 12 5/8,1 1/2
5 3/4 X 9 1/2  BK,11 X 17 ,0,# 120, 11 1/4 X 12 5/8,1 1/2
5 3/4 X 9 1/2  BK,17 1/2 X 22 1/2,1,# 120, 11 1/4 X 12 5/8,1 1/2
5 3/4 X 9 1/2  BK,19 X 25,1,# 120, 11 1/4 X 12 5/8,1 1/2
5 3/4 X 9 1/2  BK,23 X 29,3,# 120, 11 1/4 X 12 5/8,1 1/2
5 3/4 X 9 1/2  BK,23 X 35,4,# 120, 11 1/4 X 12 5/8,1 1/2
5 3/4 X 9 1/2  BK,25 X 38,4,# 120, 11 1/4 X 12 5/8,1 1/2
5 3/4 X 9 1/2  BK,28 X 40,6,# 120, 11 1/4 X 12 5/8,1 1/2
,,,,,
,,,,,
5 3/4 X 9 1/2  BK,11 3/4 X 13 1/2,1,# 104 - N, 11 1/4 X 13,1 3/4
5 3/4 X 9 1/2  BK,11 X 17 ,0,# 104 - N, 11 1/4 X 13,1 3/4
5 3/4 X 9 1/2  BK,17 1/2 X 22 1/2,1,# 104 - N, 11 1/4 X 13,1 3/4
5 3/4 X 9 1/2  BK,19 X 25,1,# 104 - N, 11 1/4 X 13,1 3/4
5 3/4 X 9 1/2  BK,23 X 29,2,# 104 - N, 11 1/4 X 13,1 3/4
5 3/4 X 9 1/2  BK,23 X 35,2,# 104 - N, 11 1/4 X 13,1 3/4
5 3/4 X 9 1/2  BK,25 X 38,4,# 104 - N, 11 1/4 X 13,1 3/4
5 3/4 X 9 1/2  BK,28 X 40,6,# 104 - N, 11 1/4 X 13,1 3/4
,,,,,
,,,,,
6 x 6  BK,8 1/2 X 13 1/4,1,# 229,8 X 12 3/4,1 3/8
6 x 6  BK,11 X 17 ,1,# 229,8 X 12 3/4,1 3/8
6 x 6  BK,17 1/2 X 22 1/2,2,# 229,8 X 12 3/4,1 3/8
6 x 6  BK,19 X 25,2,# 229,8 X 12 3/4,1 3/8
6 x 6  BK,23 X 29,4,# 229,8 X 12 3/4,1 3/8
6 x 6  BK,23 X 35,4,# 229,8 X 12 3/4,1 3/8
6 x 6  BK,25 X 38,6,# 229,8 X 12 3/4,1 3/8
6 x 6  BK,28 X 40,9,# 229,8 X 12 3/4,1 3/8
,,,,,
,,,,,
6 x 6 3/8  BK,8 7/8 X 13 3/8,1,# 263,8 3/8 X 12 7/8,1 1/2
6 x 6 3/8  BK,11 X 17 ,1,# 263,8 3/8 X 12 7/8,1 1/2
6 x 6 3/8  BK,17 1/2 X 22 1/2,2,# 263,8 3/8 X 12 7/8,1 1/2
6 x 6 3/8  BK,19 X 25,2,# 263,8 3/8 X 12 7/8,1 1/2
6 x 6 3/8  BK,23 X 29,4,# 263,8 3/8 X 12 7/8,1 1/2
6 x 6 3/8  BK,23 X 35,4,# 263,8 3/8 X 12 7/8,1 1/2
6 x 6 3/8  BK,25 X 38,6,# 263,8 3/8 X 12 7/8,1 1/2
6 x 6 3/8  BK,28 X 40,9,# 263,8 3/8 X 12 7/8,1 1/2
,,,,,
,,,,,
6 x 8  BK,10 1/4 X 13 1/2,1,# 77,9 3/4 X 13,1 1/2
6 x 8  BK,11 X 17 ,1,# 77,9 3/4 X 13,1 1/2
6 x 8  BK,17 1/2 X 22 1/2,1,# 77,9 3/4 X 13,1 1/2
6 x 8  BK,19 X 25,1,# 77,9 3/4 X 13,1 1/2
6 x 8  BK,23 X 29,4,# 77,9 3/4 X 13,1 1/2
6 x 8  BK,23 X 35,4,# 77,9 3/4 X 13,1 1/2
6 x 8  BK,25 X 38,4,# 77,9 3/4 X 13,1 1/2
6 x 8  BK,28 X 40,4,# 77,9 3/4 X 13,1 1/2
,,,,,
,,,,,
6 x 9  BK,11 1/2 X 13 1/2,1,"# 78, 95",11 X 13,1 3/8
6 x 9  BK,11 X 17 ,0,"# 78, 95",11 X 13,1 3/8
6 x 9  BK,17 1/2 X 22 1/2,1,"# 78, 95",11 X 13,1 3/8
6 x 9  BK,19 X 25,1,"# 78, 95",11 X 13,1 3/8
6 x 9  BK,23 X 29,4,"# 78, 95",11 X 13,1 3/8
6 x 9  BK,23 X 35,4,"# 78, 95",11 X 13,1 3/8
6 x 9  BK,25 X 38,4,"# 78, 95",11 X 13,1 3/8
6 x 9  BK,28 X 40,6,"# 78, 95",11 X 13,1 3/8
,,,,,
,,,,,
6 x 9  BK,12 3/4 X 13 3/4,1,# 171,11 1/4 X 13 1/4,1 3/4
6 x 9  BK,11 X 17 ,0,# 171,11 1/4 X 13 1/4,1 3/4
6 x 9  BK,17 1/2 X 22 1/2,1,# 171,11 1/4 X 13 1/4,1 3/4
6 x 9  BK,19 X 25,1,# 171,11 1/4 X 13 1/4,1 3/4
6 x 9  BK,23 X 29,4,# 171,11 1/4 X 13 1/4,1 3/4
6 x 9  BK,23 X 35,4,# 171,11 1/4 X 13 1/4,1 3/4
6 x 9  BK,25 X 38,4,# 171,11 1/4 X 13 1/4,1 3/4
6 x 9  BK,28 X 40,4,# 171,11 1/4 X 13 1/4,1 3/4
,,,,,
,,,,,
6 x 9  BK,11 1/4 X 13 5/8,1,# 96,10 3/4 X 13 1/8,1 1/2
6 x 9  BK,11 X 17 ,0,# 96,10 3/4 X 13 1/8,1 1/2
6 x 9  BK,17 1/2 X 22 1/2,1,# 96,10 3/4 X 13 1/8,1 1/2
6 x 9  BK,19 X 25,1,# 96,10 3/4 X 13 1/8,1 1/2
6 x 9  BK,23 X 29,4,# 96,10 3/4 X 13 1/8,1 1/2
6 x 9  BK,23 X 35,4,# 96,10 3/4 X 13 1/8,1 1/2
6 x 9  BK,25 X 38,4,# 96,10 3/4 X 13 1/8,1 1/2
6 x 9  BK,28 X 40,4,# 96,10 3/4 X 13 1/8,1 1/2
,,,,,
,,,,,
6 x 9  BK,11 1/2 X 13 1/2,1,# 97,11 X 13,1 3/4
6 x 9  BK,11 X 17 ,0,# 97,11 X 13,1 3/4
6 x 9  BK,17 1/2 X 22 1/2,1,# 97,11 X 13,1 3/4
6 x 9  BK,19 X 25,1,# 97,11 X 13,1 3/4
6 x 9  BK,23 X 29,4,# 97,11 X 13,1 3/4
6 x 9  BK,23 X 35,4,# 97,11 X 13,1 3/4
6 x 9  BK,25 X 38,4,# 97,11 X 13,1 3/4
6 x 9  BK,28 X 40,6,# 97,11 X 13,1 3/4
,,,,,
,,,,,
6 x 9  BK,11 1/4 X 13 5/8,1,# 190-UT,10 3/4 X 13 1/8,1 5/8
6 x 9  BK,11 X 17 ,0,# 190-UT,10 3/4 X 13 1/8,1 5/8
6 x 9  BK,17 1/2 X 22 1/2,1,# 190-UT,10 3/4 X 13 1/8,1 5/8
6 x 9  BK,19 X 25,1,# 190-UT,10 3/4 X 13 1/8,1 5/8
6 x 9  BK,23 X 29,4,# 190-UT,10 3/4 X 13 1/8,1 5/8
6 x 9  BK,23 X 35,4,# 190-UT,10 3/4 X 13 1/8,1 5/8
