Table 1
die_size,sheet_size,number_out,die_number,flat_size,seal_flap_size
A-2 - 4 3/8 X 5 3/4  BK,23 x 35,6,# 213,7 1/4 X 9 3/8,1 7/8
A-2 - 4 3/8 X 5 3/4  BK,25 X 38,9,# 213,7 1/4 X 9 3/8,1 7/8
A-2 - 4 3/8 X 5 3/4  BK,28 x 40,12,# 213,7 1/4 X 9 3/8,1 7/8
,,,,,
,,,,,
4 3/8 x 6 1/2  BK,9 X 10 1/4,1,# 214,8 1/2 X 9 3/4 ,1 1/4
4 3/8 x 6 1/2  BK,11 x 17 ,1,# 214,8 1/2 X 9 3/4 ,1 1/4
4 3/8 x 6 1/2  BK,17 1/2 x 22 1/2,4,# 214,8 1/2 X 9 3/4 ,1 1/4
4 3/8 x 6 1/2  BK,19 X 25,4,# 214,8 1/2 X 9 3/4 ,1 1/4
4 3/8 x 6 1/2  BK,23 X 29,4,# 214,8 1/2 X 9 3/4 ,1 1/4
4 3/8 x 6 1/2  BK,23 x 35,6,# 214,8 1/2 X 9 3/4 ,1 1/4
4 3/8 x 6 1/2  BK,25 X 38,6,# 214,8 1/2 X 9 3/4 ,1 1/4
4 3/8 x 6 1/2  BK,28 x 40,12,# 214,8 1/2 X 9 3/4 ,1 1/4
,,,,,
,,,,,
4 3/8 x 9  BK,11 1/8 X 10 3/16,1,# 28,10 5/8 x 9 11/16,1 3/16
4 3/8 x 9  BK,11 x 17 ,1,# 28,10 5/8 x 9 11/16,1 3/16
4 3/8 x 9  BK,17 1/2 x 22 1/2,2,# 28,10 5/8 x 9 11/16,1 3/16
4 3/8 x 9  BK,19 X 25,2,# 28,10 5/8 x 9 11/16,1 3/16
4 3/8 x 9  BK,23 X 29,4,# 28,10 5/8 x 9 11/16,1 3/16
4 3/8 x 9  BK,23 x 35,6,# 28,10 5/8 x 9 11/16,1 3/16
4 3/8 x 9  BK,25 X 38,6,# 28,10 5/8 x 9 11/16,1 3/16
4 3/8 x 9  BK,28 x 40,8,# 28,10 5/8 x 9 11/16,1 3/16
,,,,,
,,,,,
4 3/8 x 9 1/2 - Remit,11 3/4 X 13 1/4,1,# 30,11 1/4 X 12 3/4,4 1/4
4 3/8 x 9 1/2 - Remit,11 x 17 ,0,# 30,11 1/4 X 12 3/4,4 1/4
4 3/8 x 9 1/2 - Remit,17 1/2 x 22 1/2,1,# 30,11 1/4 X 12 3/4,4 1/4
4 3/8 x 9 1/2 - Remit,19 X 25,1,# 30,11 1/4 X 12 3/4,4 1/4
4 3/8 x 9 1/2 - Remit,23 X 29,4,# 30,11 1/4 X 12 3/4,4 1/4
4 3/8 x 9 1/2 - Remit,23 x 35,4,# 30,11 1/4 X 12 3/4,4 1/4
4 3/8 x 9 1/2 - Remit,25 X 38,4,# 30,11 1/4 X 12 3/4,4 1/4
4 3/8 x 9 1/2 - Remit,28 x 40,6,# 30,11 1/4 X 12 3/4,4 1/4
,,,,,
,,,,,
4 3/8 x 9 1/2 - Bangtail,11 1/2 X 13 7/8,1,# 29,11  X 13 3/8,1 1/2
4 3/8 x 9 1/2 - Bangtail,11 x 17 ,0,# 29,11  X 13 3/8,1 1/2
4 3/8 x 9 1/2 - Bangtail,17 1/2 x 22 1/2,1,# 29,11  X 13 3/8,1 1/2
4 3/8 x 9 1/2 - Bangtail,19 X 25,1,# 29,11  X 13 3/8,1 1/2
4 3/8 x 9 1/2 - Bangtail,23 X 29,4,# 29,11  X 13 3/8,1 1/2
4 3/8 x 9 1/2 - Bangtail,23 x 35,4,# 29,11  X 13 3/8,1 1/2
4 3/8 x 9 1/2 - Bangtail,25 X 38,4,# 29,11  X 13 3/8,1 1/2
4 3/8 x 9 1/2 - Bangtail,28 x 40,4,# 29,11  X 13 3/8,1 1/2
,,,,,
,,,,,
4 3/8 x 9 1/2 - Bangtail,11 1/2 X 14 3/16,1,# 113,11  X 13 11/16,1 9/16
4 3/8 x 9 1/2 - Bangtail,11 x 17 ,0,# 113,11  X 13 11/16,1 9/16
4 3/8 x 9 1/2 - Bangtail,17 1/2 x 22 1/2,1,# 113,11  X 13 11/16,1 9/16
4 3/8 x 9 1/2 - Bangtail,19 X 25,1,# 113,11  X 13 11/16,1 9/16
4 3/8 x 9 1/2 - Bangtail,23 X 29,4,# 113,11  X 13 11/16,1 9/16
4 3/8 x 9 1/2 - Bangtail,23 x 35,4,# 113,11  X 13 11/16,1 9/16
4 3/8 x 9 1/2 - Bangtail,25 X 38,4,# 113,11  X 13 11/16,1 9/16
4 3/8 x 9 1/2 - Bangtail,28 x 40,4,# 113,11  X 13 11/16,1 9/16
,,,,,
,,,,,
4 3/8 x 9 1/2  BK,11 3/4 X 9 7/8,1,# 112,11 1/4 X 9 3/8,1 1/4
4 3/8 x 9 1/2  BK,11 x 17 ,0,# 112,11 1/4 X 9 3/8,1 1/4
4 3/8 x 9 1/2  BK,17 1/2 x 22 1/2,2,# 112,11 1/4 X 9 3/8,1 1/4
4 3/8 x 9 1/2  BK,19 X 25,2,# 112,11 1/4 X 9 3/8,1 1/4
4 3/8 x 9 1/2  BK,23 X 29,6,# 112,11 1/4 X 9 3/8,1 1/4
4 3/8 x 9 1/2  BK,23 x 35,6,# 112,11 1/4 X 9 3/8,1 1/4
4 3/8 x 9 1/2  BK,25 X 38,6,# 112,11 1/4 X 9 3/8,1 1/4
4 3/8 x 9 1/2  BK,28 x 40,8,# 112,11 1/4 X 9 3/8,1 1/4
,,,,,
,,,,,
4 3/8 x 9 1/2  BK,11 3/4 X 9 7/8,1,# 114,11 1/4 X 9 3/8,1
4 3/8 x 9 1/2  BK,11 x 17 ,0,# 114,11 1/4 X 9 3/8,1
4 3/8 x 9 1/2  BK,17 1/2 x 22 1/2,2,# 114,11 1/4 X 9 3/8,1
4 3/8 x 9 1/2  BK,19 X 25,2,# 114,11 1/4 X 9 3/8,1
4 3/8 x 9 1/2  BK,23 X 29,4,# 114,11 1/4 X 9 3/8,1
4 3/8 x 9 1/2  BK,23 x 35,6,# 114,11 1/4 X 9 3/8,1
4 3/8 x 9 1/2  BK,25 X 38,8,# 114,11 1/4 X 9 3/8,1
4 3/8 x 9 1/2  BK,28 x 40,8,# 114,11 1/4 X 9 3/8,1
,,,,,
,,,,,
4 1/2 x 6  BK,8 1/2 X 10 1/2,1,# 75,8 X 10,1 1/2
4 1/2 x 6  BK,11 x 17 ,1,# 75,8 X 10,1 1/2
4 1/2 x 6  BK,17 1/2 x 22 1/2,4,# 75,8 X 10,1 1/2
4 1/2 x 6  BK,19 X 25,4,# 75,8 X 10,1 1/2
4 1/2 x 6  BK,23 X 29,4,# 75,8 X 10,1 1/2
4 1/2 x 6  BK,23 x 35,6,# 75,8 X 10,1 1/2
4 1/2 x 6  BK,25 X 38,9,# 75,8 X 10,1 1/2
4 1/2 x 6  BK,28 x 40,9,# 75,8 X 10,1 1/2
,,,,,
,,,,,
4 1/2 x 6  BK,8 1/4 X 10 1/2,1,# 73,7 3/4 X 10,1 1/2
4 1/2 x 6  BK,11 x 17 ,1,# 73,7 3/4 X 10,1 1/2
4 1/2 x 6  BK,17 1/2 x 22 1/2,4,# 73,7 3/4 X 10,1 1/2
4 1/2 x 6  BK,19 X 25,4,# 73,7 3/4 X 10,1 1/2
4 1/2 x 6  BK,23 X 29,4,# 73,7 3/4 X 10,1 1/2
4 1/2 x 6  BK,23 x 35,6,# 73,7 3/4 X 10,1 1/2
4 1/2 x 6  BK,25 X 38,9,# 73,7 3/4 X 10,1 1/2
4 1/2 x 6  BK,28 x 40,9,# 73,7 3/4 X 10,1 1/2
,,,,,
,,,,,
4 1/2 x 6  BK,9 1/8 X 11 1/4,1,# 228,8 5/8 X 10 3/4,2 3/16
4 1/2 x 6  BK,11 x 17 ,1,# 228,8 5/8 X 10 3/4,2 3/16
4 1/2 x 6  BK,17 1/2 x 22 1/2,2,# 228,8 5/8 X 10 3/4,2 3/16
4 1/2 x 6  BK,19 X 25,4,# 228,8 5/8 X 10 3/4,2 3/16
4 1/2 x 6  BK,23 X 29,4,# 228,8 5/8 X 10 3/4,2 3/16
4 1/2 x 6  BK,23 x 35,6,# 228,8 5/8 X 10 3/4,2 3/16
4 1/2 x 6  BK,25 X 38,6,# 228,8 5/8 X 10 3/4,2 3/16
4 1/2 x 6  BK,28 x 40,9,# 228,8 5/8 X 10 3/4,2 3/16
,,,,,
,,,,,
4 1/2 x 6 1/2  BK,9 X 10,1,# 122,8 1/2 X 9 1/2,1
4 1/2 x 6 1/2  BK,11 x 17 ,1,# 122,8 1/2 X 9 1/2,1
4 1/2 x 6 1/2  BK,17 1/2 x 22 1/2,4,# 122,8 1/2 X 9 1/2,1
4 1/2 x 6 1/2  BK,19 X 25,4,# 122,8 1/2 X 9 1/2,1
4 1/2 x 6 1/2  BK,23 X 29,4,# 122,8 1/2 X 9 1/2,1
4 1/2 x 6 1/2  BK,23 x 35,6,# 122,8 1/2 X 9 1/2,1
4 1/2 x 6 1/2  BK,25 X 38,6,# 122,8 1/2 X 9 1/2,1
4 1/2 x 6 1/2  BK,28 x 40,12,# 122,8 1/2 X 9 1/2,1
,,,,,
,,,,,
4 1/2 x 7 1/2  BK,9 3/4 X 10 3/8,1,# 32,9 1/4 X 9 7/8,1 1/8
4 1/2 x 7 1/2  BK,11 x 17 ,1,# 32,9 1/4 X 9 7/8,1 1/8
4 1/2 x 7 1/2  BK,17 1/2 x 22 1/2,2,# 32,9 1/4 X 9 7/8,1 1/8
4 1/2 x 7 1/2  BK,19 X 25,4,# 32,9 1/4 X 9 7/8,1 1/8
4 1/2 x 7 1/2  BK,23 X 29,4,# 32,9 1/4 X 9 7/8,1 1/8
4 1/2 x 7 1/2  BK,23 x 35,6,# 32,9 1/4 X 9 7/8,1 1/8
4 1/2 x 7 1/2  BK,25 X 38,6,# 32,9 1/4 X 9 7/8,1 1/8
4 1/2 x 7 1/2  BK,28 x 40,6,# 32,9 1/4 X 9 7/8,1 1/8
,,,,,
,,,,,
4 1/2 x 8  BK,10 1/2 X 10 3/16,1,# 211,10  x 9 11/16,1 1/8
4 1/2 x 8  BK,11 x 17 ,1,# 211,10  x 9 11/16,1 1/8
4 1/2 x 8  BK,17 1/2 x 22 1/2,2,# 211,10  x 9 11/16,1 1/8
4 1/2 x 8  BK,19 X 25,2,# 211,10  x 9 11/16,1 1/8
4 1/2 x 8  BK,23 X 29,4,# 211,10  x 9 11/16,1 1/8
4 1/2 x 8  BK,23 x 35,6,# 211,10  x 9 11/16,1 1/8
4 1/2 x 8  BK,25 X 38,6,# 211,10  x 9 11/16,1 1/8
4 1/2 x 8  BK,28 x 40,8,# 211,10  x 9 11/16,1 1/8
,,,,,
,,,,,
4 1/2 x 8 3/8  BK,10 7/8 X 10 1/2,1,# 204,10 3/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,11 x 17 ,1,# 204,10 3/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,17 1/2 x 22 1/2,2,# 204,10 3/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,19 X 25,2,# 204,10 3/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,23 X 29,4,# 204,10 3/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,23 x 35,6,# 204,10 3/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,25 X 38,6,# 204,10 3/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,28 x 40,6,# 204,10 3/8 x 10,1 3/8
,,,,,
,,,,,
4 1/2 x 8 3/8  BK,10 3/8 X 10 1/2,1,# 205,9 7/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,11 x 17 ,1,# 205,9 7/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,17 1/2 x 22 1/2,2,# 205,9 7/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,19 X 25,2,# 205,9 7/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,23 X 29,4,# 205,9 7/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,23 x 35,6,# 205,9 7/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,25 X 38,6,# 205,9 7/8 x 10,1 3/8
4 1/2 x 8 3/8  BK,28 x 40,6,# 205,9 7/8 x 10,1 3/8
,,,,,
,,,,,
4 1/2 x 9  BK,11 1/4 X 10 1/4,1,# 123 - N,10 3/4 x 9 11/16 ,1 5/16
4 1/2 x 9  BK,11 x 17 ,0,# 123 - N,10 3/4 x 9 11/16 ,1 5/16
4 1/2 x 9  BK,17 1/2 x 22 1/2,2,# 123 - N,10 3/4 x 9 11/16 ,1 5/16
4 1/2 x 9  BK,19 X 25,2,# 123 - N,10 3/4 x 9 11/16 ,1 5/16
4 1/2 x 9  BK,23 X 29,4,# 123 - N,10 3/4 x 9 11/16 ,1 5/16
4 1/2 x 9  BK,23 x 35,6,# 123 - N,10 3/4 x 9 11/16 ,1 5/16
4 1/2 x 9  BK,25 X 38,6,# 123 - N,10 3/4 x 9 11/16 ,1 5/16
4 1/2 x 9  BK,28 x 40,8,# 123 - N,10 3/4 x 9 11/16 ,1 5/16
,,,,,
,,,,,
4 1/2 x 9 1/2  BK,11 3/4 X 11,1,# 258,11 1/4 x 10 7/16,1 3/4
4 1/2 x 9 1/2  BK,11 x 17 ,0,# 258,11 1/4 x 10 7/16,1 3/4
4 1/2 x 9 1/2  BK,17 1/2 x 22 1/2,2,# 258,11 1/4 x 10 7/16,1 3/4
4 1/2 x 9 1/2  BK,19 X 25,2,# 258,11 1/4 x 10 7/16,1 3/4
4 1/2 x 9 1/2  BK,23 X 29,4,# 258,11 1/4 x 10 7/16,1 3/4
4 1/2 x 9 1/2  BK,23 x 35,6,# 258,11 1/4 x 10 7/16,1 3/4
4 1/2 x 9 1/2  BK,25 X 38,6,# 258,11 1/4 x 10 7/16,1 3/4
4 1/2 x 9 1/2  BK,28 x 40,6,# 258,11 1/4 x 10 7/16,1 3/4
,,,,,
,,,,,
4 1/2 x 9 3/4  BK,12 X 10 1/2,1,# 41,11 1/2 X 10,1 1/2
4 1/2 x 9 3/4  BK,11 x 17 ,0,# 41,11 1/2 X 10,1 1/2
4 1/2 x 9 3/4  BK,17 1/2 x 22 1/2,2,# 41,11 1/2 X 10,1 1/2
4 1/2 x 9 3/4  BK,19 X 25,2,# 41,11 1/2 X 10,1 1/2
4 1/2 x 9 3/4  BK,23 X 29,2,# 41,11 1/2 X 10,1 1/2
4 1/2 x 9 3/4  BK,23 x 35,3,# 41,11 1/2 X 10,1 1/2
4 1/2 x 9 3/4  BK,25 X 38,6,# 41,11 1/2 X 10,1 1/2
4 1/2 x 9 3/4  BK,28 x 40,6,# 41,11 1/2 X 10,1 1/2
,,,,,
,,,,,
4 1/2 x 10 1/16 - REMIT,12 1/16 X 12 3/4,1,# 112,11 9/16 X 12 1/4,3 1/2
4 1/2 x 10 1/16 - REMIT,11 x 17 ,0,# 112,11 9/16 X 12 1/4,3 1/2
4 1/2 x 10 1/16 - REMIT,17 1/2 x 22 1/2,1,# 112,11 9/16 X 12 1/4,3 1/2
4 1/2 x 10 1/16 - REMIT,19 X 25,1,# 112,11 9/16 X 12 1/4,3 1/2
4 1/2 x 10 1/16 - REMIT,23 X 29,2,# 112,11 9/16 X 12 1/4,3 1/2
4 1/2 x 10 1/16 - REMIT,23 x 35,3,# 112,11 9/16 X 12 1/4,3 1/2
4 1/2 x 10 1/16 - REMIT,25 X 38,6,# 112,11 9/16 X 12 1/4,3 1/2
4 1/2 x 10 1/16 - REMIT,28 x 40,6,# 112,11 9/16 X 12 1/4,3 1/2
,,,,,
,,,,,
#11 - 4 1/2 x 10 3/8  BK,12 5/8 X 10 1/2,1,# 87,12 1/8 X 10 ,1 3/8
#11 - 4 1/2 x 10 3/8  BK,11 x 17 ,0,# 87,12 1/8 X 10 ,1 3/8
#11 - 4 1/2 x 10 3/8  BK,17 1/2 x 22 1/2,2,# 87,12 1/8 X 10 ,1 3/8
#11 - 4 1/2 x 10 3/8  BK,19 X 25,2,# 87,12 1/8 X 10 ,1 3/8
#11 - 4 1/2 x 10 3/8  BK,23 X 29,2,# 87,12 1/8 X 10 ,1 3/8
#11 - 4 1/2 x 10 3/8  BK,23 x 35,3,# 87,12 1/8 X 10 ,1 3/8
#11 - 4 1/2 x 10 3/8  BK,25 X 38,6,# 87,12 1/8 X 10 ,1 3/8
#11 - 4 1/2 x 10 3/8  BK,28 x 40,6,# 87,12 1/8 X 10 ,1 3/8
,,,,,
,,,,,
#11 - 4 1/2 x 10 3/8  BK,12 5/8 X 11,1,# 113,12 1/8 X 10 1/2,1 3/4
#11 - 4 1/2 x 10 3/8  BK,11 x 17 ,0,# 113,12 1/8 X 10 1/2,1 3/4
#11 - 4 1/2 x 10 3/8  BK,17 1/2 x 22 1/2,2,# 113,12 1/8 X 10 1/2,1 3/4
#11 - 4 1/2 x 10 3/8  BK,19 X 25,2,# 113,12 1/8 X 10 1/2,1 3/4
#11 - 4 1/2 x 10 3/8  BK,23 X 29,2,# 113,12 1/8 X 10 1/2,1 3/4
#11 - 4 1/2 x 10 3/8  BK,23 x 35,3,# 113,12 1/8 X 10 1/2,1 3/4
#11 - 4 1/2 x 10 3/8  BK,25 X 38,6,# 113,12 1/8 X 10 1/2,1 3/4
#11 - 4 1/2 x 10 3/8  BK,28 x 40,6,# 113,12 1/8 X 10 1/2,1 3/4
,,,,,
,,,,,
4 11/16 x 6 13/16  BK,9 1/16 X 10 5/8,1,# 132, 8 9/16 X 10 1/8,2 5/16
4 11/16 x 6 13/16  BK,11 x 17 ,1,# 132, 8 9/16 X 10 1/8,2 5/16
4 11/16 x 6 13/16  BK,17 1/2 x 22 1/2,4,# 132, 8 9/16 X 10 1/8,2 5/16
4 11/16 x 6 13/16  BK,19 X 25,4,# 132, 8 9/16 X 10 1/8,2 5/16
4 11/16 x 6 13/16  BK,23 X 29,4,# 132, 8 9/16 X 10 1/8,2 5/16
4 11/16 x 6 13/16  BK,23 x 35,6,# 132, 8 9/16 X 10 1/8,2 5/16
4 11/16 x 6 13/16  BK,25 X 38,6,# 132, 8 9/16 X 10 1/8,2 5/16
4 11/16 x 6 13/16  BK,28 x 40,9,# 132, 8 9/16 X 10 1/8,2 5/16
,,,,,
,,,,,
4 3/4 X 5  BK,7 1/4 X 10 1/4,1,# 74,6 3/4 X 9 3/4,1/4
4 3/4 X 5  BK,11 x 17 ,1,# 74,6 3/4 X 9 3/4,1/4
4 3/4 X 5  BK,17 1/2 x 22 1/2,4,# 74,6 3/4 X 9 3/4,1/4
4 3/4 X 5  BK,19 X 25,6,# 74,6 3/4 X 9 3/4,1/4
4 3/4 X 5  BK,23 X 29,6,# 74,6 3/4 X 9 3/4,1/4
4 3/4 X 5  BK,23 x 35,9,# 74,6 3/4 X 9 3/4,1/4
4 3/4 X 5  BK,25 X 38,9,# 74,6 3/4 X 9 3/4,1/4
4 3/4 X 5  BK,28 x 40,12,# 74,6 3/4 X 9 3/4,1/4
,,,,,
,,,,,
4 3/4 X 6 1/4  BK,8 3/4 X 11,1,# 42,8 1/4 X 10 1/2,1 1/2
4 3/4 X 6 1/4  BK,11 x 17 ,1,# 42,8 1/4 X 10 1/2,1 1/2
4 3/4 X 6 1/4  BK,17 1/2 x 22 1/2,4,# 42,8 1/4 X 10 1/2,1 1/2
4 3/4 X 6 1/4  BK,19 X 25,4,# 42,8 1/4 X 10 1/2,1 1/2
4 3/4 X 6 1/4  BK,23 X 29,4,# 42,8 1/4 X 10 1/2,1 1/2
4 3/4 X 6 1/4  BK,23 x 35,6,# 42,8 1/4 X 10 1/2,1 1/2
4 3/4 X 6 1/4  BK,25 X 38,6,# 42,8 1/4 X 10 1/2,1 1/2
4 3/4 X 6 1/4  BK,28 x 40,9,# 42,8 1/4 X 10 1/2,1 1/2
,,,,,
,,,,,
A-6 - 4 3/4 X 6 1/2  BK,8 3/4 X 11,1,# 43,8 1/4 X 10 1/2,1 1/2
A-6 - 4 3/4 X 6 1/2  BK,11 x 17 ,1,# 43,8 1/4 X 10 1/2,1 1/2
A-6 - 4 3/4 X 6 1/2  BK,17 1/2 x 22 1/2,4,# 43,8 1/4 X 10 1/2,1 1/2
A-6 - 4 3/4 X 6 1/2  BK,19 X 25,4,# 43,8 1/4 X 10 1/2,1 1/2
A-6 - 4 3/4 X 6 1/2  BK,23 X 29,4,# 43,8 1/4 X 10 1/2,1 1/2
A-6 - 4 3/4 X 6 1/2  BK,23 x 35,6,# 43,8 1/4 X 10 1/2,1 1/2
A-6 - 4 3/4 X 6 1/2  BK,25 X 38,6,# 43,8 1/4 X 10 1/2,1 1/2
A-6 - 4 3/4 X 6 1/2  BK,28 x 40,9,# 43,8 1/4 X 10 1/2,1 1/2
,,,,,
,,,,,
A-6 - 4 3/4 X 6 1/2  BK,8 3/4 X 10 15/16,1,# 135,8 1/4 X 10 7/16,2
A-6 - 4 3/4 X 6 1/2  BK,11 x 17 ,1,# 135,8 1/4 X 10 7/16,2
A-6 - 4 3/4 X 6 1/2  BK,17 1/2 x 22 1/2,4,# 135,8 1/4 X 10 7/16,2
A-6 - 4 3/4 X 6 1/2  BK,19 X 25,4,# 135,8 1/4 X 10 7/16,2
A-6 - 4 3/4 X 6 1/2  BK,23 X 29,4,# 135,8 1/4 X 10 7/16,2
A-6 - 4 3/4 X 6 1/2  BK,23 x 35,6,# 135,8 1/4 X 10 7/16,2
A-6 - 4 3/4 X 6 1/2  BK,25 X 38,6,# 135,8 1/4 X 10 7/16,2
A-6 - 4 3/4 X 6 1/2  BK,28 x 40,9,# 135,8 1/4 X 10 7/16,2
,,,,,
,,,,,
A-6 - 4 3/4 X 6 1/2  BK,8 1/2 X 11,1,# 106,8 X 10 1/2,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,11 x 17 ,1,# 106,8 X 10 1/2,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,17 1/2 x 22 1/2,4,# 106,8 X 10 1/2,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,19 X 25,4,# 106,8 X 10 1/2,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,23 X 29,4,# 106,8 X 10 1/2,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,23 x 35,6,# 106,8 X 10 1/2,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,25 X 38,9,# 106,8 X 10 1/2,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,28 x 40,9,# 106,8 X 10 1/2,2 1/4
,,,,,
,,,,,
A-6 - 4 3/4 X 6 1/2  BK,8 7/8 X 10 13/16,1,# 55,8 3/8 X 10 5/16,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,11 x 17 ,1,# 55,8 3/8 X 10 5/16,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,17 1/2 x 22 1/2,4,# 55,8 3/8 X 10 5/16,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,19 X 25,4,# 55,8 3/8 X 10 5/16,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,23 X 29,4,# 55,8 3/8 X 10 5/16,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,23 x 35,6,# 55,8 3/8 X 10 5/16,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,25 X 38,6,# 55,8 3/8 X 10 5/16,2 1/4
A-6 - 4 3/4 X 6 1/2  BK,28 x 40,9,# 55,8 3/8 X 10 5/16,2 1/4
,,,,,
,,,,,
A-6 - 4 3/4 X 6 1/2  BK,8 7/8 X 11 1/4,1,# 111,8 3/8 X 10 3/4,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,11 x 17 ,1,# 111,8 3/8 X 10 3/4,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,17 1/2 x 22 1/2,4,# 111,8 3/8 X 10 3/4,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,19 X 25,4,# 111,8 3/8 X 10 3/4,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,23 X 29,4,# 111,8 3/8 X 10 3/4,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,23 x 35,6,# 111,8 3/8 X 10 3/4,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,25 X 38,6,# 111,8 3/8 X 10 3/4,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,28 x 40,9,# 111,8 3/8 X 10 3/4,1 3/4
,,,,,
,,,,,
A-6 - 4 3/4 X 6 1/2  BK,9 1/4 X 11,1,# 212,8 3/4 X 10 1/2,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,11 x 17 ,1,# 212,8 3/4 X 10 1/2,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,17 1/2 x 22 1/2,2,# 212,8 3/4 X 10 1/2,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,19 X 25,4,# 212,8 3/4 X 10 1/2,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,23 X 29,4,# 212,8 3/4 X 10 1/2,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,23 x 35,6,# 212,8 3/4 X 10 1/2,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,25 X 38,6,# 212,8 3/4 X 10 1/2,1 3/4
A-6 - 4 3/4 X 6 1/2  BK,28 x 40,9,# 212,8 3/4 X 10 1/2,1 3/4
,,,,,
,,,,,
4 3/4 X 7 1/4  BK,9 1/2 X 10 7/8,1,# 225,9 X 10 3/8,2 1/4
4 3/4 X 7 1/4  BK,11 x 17 ,1,# 225,9 X 10 3/8,2 1/4
4 3/4 X 7 1/4  BK,17 1/2 x 22 1/2,2,# 225,9 X 10 3/8,2 1/4
4 3/4 X 7 1/4  BK,19 X 25,4,# 225,9 X 10 3/8,2 1/4
4 3/4 X 7 1/4  BK,23 X 29,4,# 225,9 X 10 3/8,2 1/4
4 3/4 X 7 1/4  BK,23 x 35,6,# 225,9 X 10 3/8,2 1/4
4 3/4 X 7 1/4  BK,25 X 38,6,# 225,9 X 10 3/8,2 1/4
4 3/4 X 7 1/4  BK,28 x 40,9,# 225,9 X 10 3/8,2 1/4
,,,,,
,,,,,
4 3/4 X 9 1/2  BK,11 7/8 X 11,1,# 117-N,11 3/8 X 10 1/2,1 3/8
4 3/4 X 9 1/2  BK,11 x 17 ,0,# 117-N,11 3/8 X 10 1/2,1 3/8
4 3/4 X 9 1/2  BK,17 1/2 x 22 1/2,2,# 117-N,11 3/8 X 10 1/2,1 3/8
4 3/4 X 9 1/2  BK,19 X 25,2,# 117-N,11 3/8 X 10 1/2,1 3/8
4 3/4 X 9 1/2  BK,23 X 29,4,# 117-N,11 3/8 X 10 1/2,1 3/8
4 3/4 X 9 1/2  BK,23 x 35,6,# 117-N,11 3/8 X 10 1/2,1 3/8
4 3/4 X 9 1/2  BK,25 X 38,6,# 117-N,11 3/8 X 10 1/2,1 3/8
4 3/4 X 9 1/2  BK,28 x 40,9,# 117-N,11 3/8 X 10 1/2,1 3/8
,,,,,
,,,,,
#12 - 4 3/4 X 11  BK,13 1/4 X 11 1/2,1,# 64,12 3/4 X 11,1 3/4
#12 - 4 3/4 X 11  BK,11 x 17 ,0,# 64,12 3/4 X 11,1 3/4
#12 - 4 3/4 X 11  BK,17 1/2 x 22 1/2,2,# 64,12 3/4 X 11,1 3/4
#12 - 4 3/4 X 11  BK,19 X 25,2,# 64,12 3/4 X 11,1 3/4
#12 - 4 3/4 X 11  BK,23 X 29,2,# 64,12 3/4 X 11,1 3/4
#12 - 4 3/4 X 11  BK,23 x 35,3,# 64,12 3/4 X 11,1 3/4
#12 - 4 3/4 X 11  BK,25 X 38,3,# 64,12 3/4 X 11,1 3/4
#12 - 4 3/4 X 11  BK,28 x 40,6,# 64,12 3/4 X 11,1 3/4
,,,,,
,,,,,
4 7/8 X 9  BK,11 1/4 X 12 1/16,1,# 203,10 3/4 X 11 9/16,2
