die_size,sheet_size,number_out,die_number,flat_size,seal_flap_size
10 1/2 x 15  OE,22 1/16 X 16 1/2,1,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,11 X 17 ,0,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,17 1/2 X 22 1/2,0,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,19 X 25,0,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,23 X 29,1,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,23 X 35,2,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,25 X 38,2,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,28 X 40,2,# 322,21 9/16 X 16,0 - sleeve
,,,,,
,,,,,
11 1/4 x 11 1/4  OE,24 X 15 1/8,1,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,11 X 17 ,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,17 1/2 X 22 1/2,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,19 X 25,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,23 X 29,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,23 X 35,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,25 X 38,2,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,28 X 40,2,# 370,23 1/2 X 14 5/8,2 1/8
,,,,,
,,,,,
11 1/4 x 14 1/8  OE,24 X 17 7/8,1,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,11 X 17 ,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,17 1/2 X 22 1/2,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,19 X 25,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,23 X 29,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,23 X 35,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,25 X 38,2,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,28 X 40,2,# 148,23 1/2 X 17 3/8,2
,,,,,
,,,,,
12 x 15 1/2  OE,25 1/2 X 19,1,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,11 X 17 ,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,17 1/2 X 22 1/2,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,19 X 25,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,23 X 29,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,23 X 35,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,25 X 38,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,28 X 40,2,# 162,25 X 18 1/2,2
